客户ID,优先级,流失概率,在网月数,合约类型,月费,历史总消费,上网服务,支付方式,在线安全,技术支持,在线备份,流媒体电视,流媒体电影,老年人,有伴侣,有子女,性别,电子账单
5233-GEEAX,P3-High,76.1%,8,Month-to-month,29.4,221.9,DSL,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
2519-FAKOD,P3-High,76.1%,38,Month-to-month,99.25,3777.15,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,Yes,Male,Yes
6204-IEUXJ,P3-High,76.1%,3,Month-to-month,80.1,217.55,Fiber optic,Credit card (automatic),No,Yes,No,No,No,0,No,No,Female,No
4817-VYYWS,P3-High,76.1%,30,Month-to-month,100.2,2983.8,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
5219-YIPTK,P3-High,76.1%,33,Month-to-month,104.4,3409.6,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
3005-NFMTA,P3-High,76.1%,55,Month-to-month,98.8,5617.75,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,No,No,Male,Yes
7284-BUYEC,P3-High,76.1%,5,Month-to-month,50.95,229.4,DSL,Credit card (automatic),No,No,Yes,Yes,Yes,0,No,No,Female,Yes
8710-YGLWG,P3-High,76.1%,1,Month-to-month,44.9,44.9,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
5908-QMGOE,P3-High,76.0%,15,Month-to-month,74.2,1133.9,Fiber optic,Credit card (automatic),No,No,No,No,No,1,No,No,Male,Yes
5122-CYFXA,P3-High,76.0%,3,Month-to-month,75.3,244.1,DSL,Electronic check,No,Yes,Yes,Yes,Yes,0,No,No,Female,Yes
7734-DBOAI,P3-High,76.0%,1,Month-to-month,40.1,40.1,DSL,Electronic check,No,Yes,No,Yes,No,0,Yes,Yes,Female,No
4277-PVRAN,P3-High,76.0%,8,Month-to-month,80.1,679.3,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
8950-MTZNV,P3-High,76.0%,1,Month-to-month,44.95,44.95,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
0027-KWYKW,P3-High,76.0%,23,Month-to-month,83.75,1849.95,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,Yes,Female,Yes
1536-HBSWP,P3-High,76.0%,1,Month-to-month,49.9,49.9,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Female,Yes
1771-OADNZ,P3-High,75.9%,29,Month-to-month,95.9,2745.2,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,Yes,No,Male,Yes
9355-NPPFS,P3-High,75.9%,26,Month-to-month,78.8,2006.1,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
3672-YITQD,P3-High,75.9%,36,Month-to-month,84.1,3021.6,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,Yes
5759-RCVCB,P3-High,75.9%,3,Month-to-month,35.2,108.95,DSL,Credit card (automatic),No,No,No,Yes,No,0,No,No,Female,No
4572-DVCGN,P3-High,75.9%,10,Month-to-month,80.25,846.0,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0,No,No,Female,Yes
5261-QSHQM,P3-High,75.9%,4,Month-to-month,24.45,86.6,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
5696-QURRL,P3-High,75.9%,1,Month-to-month,45.05,45.05,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
9661-ACXBS,P3-High,75.9%,42,Month-to-month,105.2,4400.75,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Female,Yes
8012-SOUDQ,P3-High,75.8%,43,Month-to-month,90.25,3838.75,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Female,Yes
4299-SIMNS,P3-High,75.8%,9,Month-to-month,81.15,784.45,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Male,Yes
5533-NHFRF,P3-High,75.8%,7,Month-to-month,44.4,265.8,DSL,Electronic check,No,Yes,Yes,No,Yes,1,No,No,Male,Yes
4412-YLTKF,P3-High,75.8%,27,Month-to-month,78.05,2135.5,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
8696-JKZNU,P3-High,75.8%,37,Month-to-month,76.25,2841.55,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
3926-CUQZX,P3-High,75.8%,1,Month-to-month,45.1,45.1,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,Yes
6175-IRFIT,P3-High,75.8%,5,Month-to-month,78.75,426.35,Fiber optic,Mailed check,No,No,No,No,Yes,0,No,No,Male,No
3001-UNBTL,P3-High,75.7%,29,Month-to-month,103.95,2964.8,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,Yes,Male,Yes
3439-GVUSX,P3-High,75.7%,1,Month-to-month,24.4,24.4,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,No
0921-OHLVP,P3-High,75.7%,22,Month-to-month,83.05,1799.3,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
5599-HVLTW,P3-High,75.7%,14,Month-to-month,80.35,1058.1,Fiber optic,Bank transfer (automatic),No,No,No,No,No,1,No,No,Female,Yes
3211-AAPKX,P3-High,75.7%,20,Month-to-month,98.55,2031.95,Fiber optic,Mailed check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
4846-WHAFZ,P3-High,75.7%,37,Month-to-month,76.5,2868.15,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Female,Yes
3496-LFSZU,P3-High,75.7%,4,Month-to-month,70.5,294.2,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,No
4873-ILOLJ,P3-High,75.7%,24,Month-to-month,90.35,2238.5,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
7802-EFKNY,P3-High,75.6%,5,Month-to-month,24.95,100.4,DSL,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
1942-OQFRW,P3-High,75.6%,1,Month-to-month,44.0,44.0,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
8784-CGILN,P3-High,75.6%,18,Month-to-month,99.85,1776.95,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,0,No,No,Female,Yes
1522-VVDMG,P3-High,75.6%,7,Month-to-month,89.75,608.8,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,0,Yes,Yes,Male,Yes
1399-UBQIU,P3-High,75.6%,11,Month-to-month,69.35,712.25,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
9050-QLROH,P3-High,75.6%,18,Month-to-month,90.7,1597.25,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0,No,No,Male,Yes
2038-LLMLM,P3-High,75.5%,48,Month-to-month,103.85,4946.05,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Female,Yes
4847-QNOKA,P3-High,75.5%,1,Month-to-month,44.9,44.9,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,Yes
3234-VKACU,P3-High,75.5%,2,Month-to-month,70.3,132.4,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,No
4727-MCYZG,P3-High,75.5%,1,Month-to-month,55.55,55.55,DSL,Mailed check,No,No,No,No,Yes,0,No,No,Male,No
9647-ERGBE,P3-High,75.5%,30,Month-to-month,100.05,3046.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Female,Yes
7892-POOKP,P3-High,75.5%,28,Month-to-month,104.8,3046.05,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,Yes,No,Female,Yes
6030-REHUX,P3-High,75.5%,28,Month-to-month,110.85,3204.4,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,1,Yes,No,Female,Yes
4763-PGDPO,P3-High,75.5%,4,Month-to-month,70.4,281.0,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
2853-CWQFQ,P3-High,75.5%,1,Month-to-month,59.55,59.55,DSL,Mailed check,No,Yes,No,No,Yes,0,No,Yes,Male,Yes
1077-HUUJM,P3-High,75.5%,7,Month-to-month,71.05,472.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,Yes,Female,Yes
0491-KAPQG,P3-High,75.5%,21,Month-to-month,73.7,1558.7,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
5652-MSDEY,P3-High,75.5%,10,Month-to-month,75.75,777.3,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
7377-DMMRI,P3-High,75.4%,2,Month-to-month,47.8,92.45,DSL,Electronic check,Yes,No,No,No,No,0,No,No,Male,Yes
5630-IXDXV,P3-High,75.4%,47,Month-to-month,106.35,4849.1,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
4612-SSVHJ,P3-High,75.4%,20,Month-to-month,81.45,1671.6,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
0939-YAPAF,P3-High,75.4%,35,Month-to-month,100.25,3527.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
1478-VPOAD,P3-High,75.3%,1,Month-to-month,43.8,43.8,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
3130-ICDUP,P3-High,75.3%,2,Month-to-month,80.55,188.1,Fiber optic,Credit card (automatic),Yes,No,No,No,No,0,No,Yes,Female,No
3748-FVMZZ,P3-High,75.3%,4,Month-to-month,40.05,162.45,DSL,Electronic check,No,Yes,No,No,Yes,0,No,No,Male,Yes
8104-OSKWT,P3-High,75.3%,12,Month-to-month,79.8,1001.2,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Female,Yes
5981-ITEMU,P3-High,75.3%,40,Month-to-month,97.1,3706.95,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,Yes,No,Male,Yes
2809-ZMYOQ,P3-High,75.3%,32,Month-to-month,101.35,3334.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
1264-BYWMS,P3-High,75.3%,55,Month-to-month,96.8,5283.95,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
3376-BMGFE,P3-High,75.2%,4,Month-to-month,70.9,273.0,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,Yes
9168-INPSZ,P3-High,75.2%,44,Month-to-month,104.15,4495.65,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,Yes,No,Female,No
3167-SNQPL,P3-High,75.2%,38,Month-to-month,101.15,3741.85,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,Yes,Male,No
9895-VFOXH,P3-High,75.2%,1,Month-to-month,24.4,24.4,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,No
3566-HJGPK,P3-High,75.2%,1,Month-to-month,45.55,45.55,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
6366-ZGQGL,P3-High,75.2%,1,Month-to-month,24.8,24.8,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,No
1320-REHCS,P3-High,75.2%,52,Month-to-month,110.75,5832.0,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,1,No,No,Male,Yes
6877-LGWXO,P3-High,75.2%,18,Month-to-month,78.55,1422.65,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,No
9053-EJUNL,P3-High,75.1%,41,Month-to-month,89.2,3645.75,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,No,No,Male,Yes
8280-MQRQN,P3-High,75.1%,1,Month-to-month,50.45,50.45,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
1406-PUQVY,P3-High,75.1%,1,Month-to-month,49.9,49.9,DSL,Electronic check,No,No,Yes,No,No,0,No,Yes,Male,Yes
1777-JYQPJ,P3-High,75.1%,2,Month-to-month,24.3,38.45,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,No
6178-KFNHS,P3-High,75.0%,12,Month-to-month,78.3,909.25,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,Yes,Female,Yes
4009-ALQFH,P3-High,75.0%,25,Month-to-month,99.5,2369.05,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
4959-JOSRX,P3-High,75.0%,2,Month-to-month,44.6,80.55,DSL,Credit card (automatic),No,No,No,No,No,0,Yes,No,Female,Yes
7534-BFESC,P3-High,75.0%,24,Month-to-month,76.1,1712.7,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
5889-JTMUL,P3-High,75.0%,50,Month-to-month,95.05,4888.7,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,Yes,No,Female,Yes
0887-HJGAR,P3-High,75.0%,1,Month-to-month,45.7,45.7,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
9117-SHLZX,P3-High,75.0%,1,Month-to-month,45.7,45.7,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
7065-YUNRY,P3-High,75.0%,1,Month-to-month,45.3,45.3,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
9565-DJPIB,P3-High,75.0%,4,Month-to-month,89.6,365.65,Fiber optic,Mailed check,No,No,Yes,Yes,No,0,No,Yes,Female,No
1428-GTBJJ,P3-High,75.0%,11,Month-to-month,74.55,824.75,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
9773-PEQBZ,P3-High,75.0%,10,Month-to-month,79.85,797.25,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,No
2277-DJJDL,P3-High,74.9%,60,Month-to-month,99.0,6017.9,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,Yes,No,Male,Yes
0396-YCHWO,P3-High,74.9%,36,Month-to-month,95.4,3474.2,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
3143-JQEGI,P3-High,74.9%,13,Month-to-month,88.35,1222.8,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Female,No
1641-RQDAY,P3-High,74.9%,32,Month-to-month,100.4,3217.65,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,Yes,Female,Yes
3365-SAIGS,P3-High,74.9%,17,Month-to-month,83.55,1329.15,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,No,No,Female,Yes
5133-POWUA,P3-High,74.9%,1,Month-to-month,45.8,45.8,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
5692-FPTAH,P3-High,74.9%,1,Month-to-month,45.4,45.4,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
2275-RBYQS,P3-High,74.9%,1,Month-to-month,45.4,45.4,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
2761-XECQW,P3-High,74.9%,8,Month-to-month,43.35,371.4,DSL,Mailed check,No,No,Yes,No,Yes,1,Yes,No,Male,Yes
2378-VTKDH,P3-High,74.8%,65,Month-to-month,104.35,6578.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
1271-SJBGZ,P3-High,74.8%,12,Month-to-month,43.65,526.95,DSL,Electronic check,No,Yes,No,No,Yes,1,No,No,Male,Yes
9667-TKTVZ,P3-High,74.8%,2,Month-to-month,54.35,117.05,DSL,Mailed check,No,Yes,No,No,No,0,No,No,Female,Yes
4237-RLAQD,P3-High,74.8%,1,Month-to-month,45.85,45.85,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
4815-GBTCD,P3-High,74.8%,4,Month-to-month,25.15,99.95,DSL,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
9637-EIHEQ,P3-High,74.8%,1,Month-to-month,50.8,50.8,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Female,Yes
2187-PKZAY,P3-High,74.7%,12,Month-to-month,79.95,1043.4,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0,No,No,Male,Yes
8650-RHRKE,P3-High,74.7%,4,Month-to-month,29.65,118.5,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
1766-GKNMI,P3-High,74.7%,29,Month-to-month,84.9,2516.2,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
8949-JTMAY,P3-High,74.7%,29,Month-to-month,98.6,2933.2,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,No,No,Female,Yes
7603-USHJS,P3-High,74.7%,12,Month-to-month,73.75,871.4,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,Yes,Male,Yes
5879-SESNB,P3-High,74.7%,11,Month-to-month,75.25,888.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
2252-ISRNH,P3-High,74.6%,9,One year,90.35,767.9,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,Yes,Male,Yes
2656-FMOKZ,P3-High,74.6%,15,Month-to-month,74.45,1145.7,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Female,Yes
8436-BJUMM,P3-High,74.6%,26,Month-to-month,83.75,2070.6,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,Yes,Male,Yes
0221-WMXNQ,P3-High,74.6%,4,Month-to-month,75.35,273.4,Fiber optic,Electronic check,Yes,No,No,No,No,1,No,No,Male,No
6715-OFDBP,P3-High,74.6%,5,Month-to-month,70.05,346.4,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
3884-HCSWG,P3-High,74.5%,17,Month-to-month,70.0,1144.5,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
5982-FPVQN,P3-High,74.5%,37,Month-to-month,95.15,3532.85,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,Yes,Yes,Female,Yes
2103-ZRXFN,P3-High,74.5%,1,Month-to-month,50.75,50.75,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,No
5647-FXOTP,P3-High,74.5%,60,Month-to-month,105.9,6401.25,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Female,Yes
0280-XJGEX,P3-High,74.5%,49,Month-to-month,103.7,5036.3,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,0,No,No,Male,Yes
6158-HDPXZ,P3-High,74.4%,1,Month-to-month,25.35,25.35,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,No
9866-QEVEE,P3-High,74.4%,19,Month-to-month,86.0,1532.45,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0,No,No,Male,Yes
4536-PLEQY,P3-High,74.4%,12,Month-to-month,85.05,999.8,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,0,Yes,No,Male,Yes
1989-PRJHP,P3-High,74.3%,27,Month-to-month,75.5,1893.95,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Male,Yes
7233-DRTRF,P3-High,74.3%,63,Month-to-month,102.4,6444.05,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
7675-OZCZG,P3-High,74.3%,3,Month-to-month,45.0,127.1,DSL,Electronic check,No,No,No,No,No,1,No,No,Female,No
3647-GMGDH,P3-High,74.3%,22,Month-to-month,94.7,1914.9,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,Yes,No,Male,Yes
7714-YXSMB,P3-High,74.3%,26,Month-to-month,100.5,2599.95,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Female,Yes
1379-FRVEB,P3-High,74.3%,15,Month-to-month,91.0,1430.05,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,No,Yes,Male,Yes
2685-SREOM,P3-High,74.2%,25,Month-to-month,89.1,2368.4,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,Yes
8058-DMYRU,P3-High,74.2%,54,Month-to-month,90.05,4931.8,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,No,No,Male,Yes
0654-HMSHN,P3-High,74.2%,21,Month-to-month,104.4,2157.95,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Male,No
7048-GXDAY,P3-High,74.2%,39,Month-to-month,106.4,4040.65,Fiber optic,Electronic check,Yes,No,Yes,Yes,Yes,0,No,No,Male,Yes
0447-RXSGD,P3-High,74.2%,24,Month-to-month,99.65,2404.85,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,0,No,No,Male,Yes
2672-TGEFF,P3-High,74.1%,37,Month-to-month,88.8,3340.55,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,Yes,Yes,Female,Yes
9600-UDOPK,P3-High,74.1%,30,Month-to-month,94.05,2866.45,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,Yes,No,Male,Yes
6267-DCFFZ,P3-High,74.1%,30,Month-to-month,90.05,2627.2,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,Yes,No,Female,Yes
9191-MYQKX,P3-High,74.1%,7,Month-to-month,75.15,496.9,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,No,Female,Yes
2232-DMLXU,P3-High,74.1%,1,Month-to-month,55.2,55.2,DSL,Mailed check,No,No,No,Yes,No,0,Yes,No,Female,No
0940-OUQEC,P3-High,74.1%,10,Month-to-month,80.7,788.8,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,No,No,Male,Yes
3415-TAILE,P3-High,74.1%,2,Month-to-month,65.7,134.35,DSL,Mailed check,No,No,No,Yes,Yes,0,Yes,Yes,Female,No
8260-NGFNY,P3-High,74.1%,1,Month-to-month,25.2,25.2,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,No
8008-HAWED,P3-High,74.1%,14,Month-to-month,50.75,712.75,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
9269-CQOOL,P3-High,74.1%,3,Month-to-month,54.7,169.45,DSL,Credit card (automatic),No,No,No,Yes,No,0,No,Yes,Male,Yes
8938-UMKPI,P3-High,74.0%,47,Month-to-month,106.4,5127.95,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
8337-MSSXB,P3-High,74.0%,14,Month-to-month,86.3,1180.95,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
3550-SAHFP,P3-High,74.0%,33,Month-to-month,83.35,2757.85,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
8709-KRDVL,P3-High,74.0%,33,Month-to-month,100.0,3320.6,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
2209-XADXF,P3-High,74.0%,1,Month-to-month,25.25,25.25,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,No
0952-KMEEH,P3-High,74.0%,13,Month-to-month,98.15,1230.25,Fiber optic,Mailed check,Yes,No,No,Yes,Yes,0,No,No,Male,No
6467-CHFZW,P3-High,74.0%,47,Month-to-month,99.35,4749.15,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Male,Yes
8621-MNIHH,P3-High,74.0%,34,Month-to-month,94.25,3217.55,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,Yes,No,Female,Yes
5959-BELXA,P3-High,74.0%,32,Month-to-month,96.15,3019.25,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,1,No,No,Male,Yes
5606-AMZBO,P3-High,74.0%,10,Month-to-month,78.15,765.15,Fiber optic,Credit card (automatic),Yes,No,No,No,No,0,Yes,No,Female,Yes
5449-FIBXJ,P3-High,73.9%,19,Month-to-month,103.3,2012.7,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,Yes,Yes,Male,No
9947-OTFQU,P3-High,73.9%,15,Month-to-month,74.4,1074.3,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Male,Yes
3703-KBKZP,P3-High,73.9%,16,Month-to-month,74.45,1261.35,Fiber optic,Bank transfer (automatic),No,No,No,No,No,1,No,No,Male,Yes
8630-FJLIB,P3-High,73.9%,18,Month-to-month,69.8,1221.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3278-FSIXX,P3-High,73.9%,2,Month-to-month,45.25,74.2,DSL,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
4013-UBXWQ,P3-High,73.9%,7,Month-to-month,74.65,521.1,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Female,Yes
0378-NHQXU,P3-High,73.9%,17,Month-to-month,88.25,1460.65,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,Yes,Female,No
7529-ZDFXI,P3-High,73.9%,57,Month-to-month,89.85,4925.35,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,Yes,No,Male,Yes
0611-DFXKO,P3-High,73.9%,20,Month-to-month,89.0,1820.45,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
1963-SVUCV,P3-High,73.9%,1,Month-to-month,45.3,45.3,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
5552-ZNFSJ,P3-High,73.9%,1,Month-to-month,45.3,45.3,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
2504-DSHIH,P3-High,73.8%,23,Month-to-month,86.8,1975.85,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,No
1891-UAWWU,P3-High,73.8%,20,Month-to-month,90.8,1951.0,Fiber optic,Electronic check,No,No,No,Yes,No,1,Yes,No,Female,No
0397-GZBBC,P3-High,73.8%,59,Month-to-month,93.85,5574.75,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,Yes,No,Male,Yes
0641-EVBOJ,P3-High,73.8%,3,Month-to-month,82.3,214.4,Fiber optic,Mailed check,Yes,Yes,No,No,No,0,No,No,Male,Yes
8160-HOWOX,P3-High,73.8%,7,Month-to-month,66.85,458.1,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4583-PARNH,P3-High,73.7%,16,Month-to-month,91.55,1540.05,Fiber optic,Electronic check,No,Yes,No,No,Yes,1,Yes,No,Male,Yes
7176-WIONM,P3-High,73.7%,12,Month-to-month,49.85,617.15,DSL,Bank transfer (automatic),No,No,No,Yes,Yes,0,Yes,No,Female,Yes
8844-TONUD,P3-High,73.7%,13,Month-to-month,96.65,1162.85,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,Yes,Yes,Male,Yes
0848-ZGQIJ,P3-High,73.7%,16,Month-to-month,94.65,1461.15,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
5536-RTPWK,P3-High,73.7%,49,Month-to-month,99.05,4853.75,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
6088-BXMRG,P3-High,73.7%,32,Month-to-month,98.85,3089.6,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
2373-NTKOD,P3-High,73.7%,8,Month-to-month,66.25,546.45,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
3588-WSTTJ,P3-High,73.6%,35,Month-to-month,99.05,3554.6,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,No,No,Female,Yes
0529-ONKER,P3-High,73.6%,15,Month-to-month,75.65,1146.65,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,No
3235-ETOOB,P3-High,73.6%,8,Month-to-month,74.5,609.9,Fiber optic,Electronic check,Yes,No,No,No,No,0,Yes,No,Male,Yes
2141-RRYGO,P3-High,73.6%,4,Month-to-month,68.65,261.25,DSL,Bank transfer (automatic),No,No,Yes,Yes,Yes,0,No,No,Female,Yes
3799-ISUZQ,P3-High,73.6%,7,Month-to-month,69.95,529.5,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,Yes,Male,Yes
